stockout_A,excess_A,service_A,cost_A,stockout_B,excess_B,service_B,cost_B
0.0,95.5,1.0,191.0,0.0,33.526729974037494,1.0,67.05345994807499
0.0,160.5,1.0,321.0,0.0,98.5267299740375,1.0,197.053459948075
0.0,130.5,1.0,261.0,0.0,68.5267299740375,1.0,137.053459948075
0.0,116.5,1.0,233.0,0.0,54.526729974037494,1.0,109.05345994807499
0.0,123.5,1.0,247.0,0.0,61.526729974037494,1.0,123.05345994807499
0.0,59.5,1.0,119.0,2.4732700259625062,0.0,0.9936419793677056,24.732700259625062
0.0,139.5,1.0,279.0,0.0,77.5267299740375,1.0,155.053459948075
0.0,141.5,1.0,283.0,0.0,79.5267299740375,1.0,159.053459948075
15.25,101.75,0.9578729281767956,356.0,0.0,24.526729974037494,1.0,49.05345994807499
0.0,171.5,1.0,343.0,0.0,109.5267299740375,1.0,219.053459948075
0.0,90.5,1.0,181.0,0.0,28.526729974037494,1.0,57.05345994807499
0.0,174.5,1.0,349.0,0.0,112.5267299740375,1.0,225.053459948075
0.0,142.5,1.0,285.0,0.0,80.5267299740375,1.0,161.053459948075
0.0,165.5,1.0,331.0,0.0,103.5267299740375,1.0,207.053459948075
0.0,180.5,1.0,361.0,0.0,118.5267299740375,1.0,237.053459948075
0.0,175.5,1.0,351.0,0.0,113.5267299740375,1.0,227.053459948075
0.0,237.5,1.0,475.0,0.0,175.5267299740375,1.0,351.053459948075
0.0,163.5,1.0,327.0,0.0,101.5267299740375,1.0,203.053459948075
0.0,93.5,1.0,187.0,0.0,31.526729974037494,1.0,63.05345994807499
0.0,181.5,1.0,363.0,0.0,119.5267299740375,1.0,239.053459948075
0.0,176.5,1.0,353.0,0.0,114.5267299740375,1.0,229.053459948075
0.0,95.5,1.0,191.0,0.0,33.526729974037494,1.0,67.05345994807499
0.0,133.5,1.0,267.0,0.0,71.5267299740375,1.0,143.053459948075
0.0,140.5,1.0,281.0,0.0,78.5267299740375,1.0,157.053459948075
0.0,151.5,1.0,303.0,0.0,89.5267299740375,1.0,179.053459948075
17.25,26.75,0.9607061503416856,226.0,52.473270025962506,0.0,0.8804709111025911,524.7327002596251
0.0,136.5,1.0,273.0,0.0,74.5267299740375,1.0,149.053459948075
12.75,162.25,0.9573578595317725,452.0,0.0,87.5267299740375,1.0,175.053459948075
0.0,246.5,1.0,493.0,0.0,184.5267299740375,1.0,369.053459948075
0.0,152.5,1.0,305.0,0.0,90.5267299740375,1.0,181.053459948075
4.75,100.25,0.9865439093484419,248.0,0.0,33.526729974037494,1.0,67.05345994807499
0.0,204.5,1.0,409.0,0.0,142.5267299740375,1.0,285.053459948075
3.75,89.25,0.9896694214876033,216.0,0.0,23.526729974037494,1.0,47.05345994807499
0.0,156.5,1.0,313.0,0.0,94.5267299740375,1.0,189.053459948075
0.0,187.5,1.0,375.0,0.0,125.5267299740375,1.0,251.053459948075
0.0,163.5,1.0,327.0,0.0,101.5267299740375,1.0,203.053459948075
0.0,171.5,1.0,343.0,0.0,109.5267299740375,1.0,219.053459948075
0.0,106.5,1.0,213.0,0.0,44.526729974037494,1.0,89.05345994807499
0.0,180.5,1.0,361.0,0.0,118.5267299740375,1.0,237.053459948075
0.0,109.5,1.0,219.0,0.0,47.526729974037494,1.0,95.05345994807499
0.0,109.5,1.0,219.0,0.0,47.526729974037494,1.0,95.05345994807499
12.25,66.75,0.9689086294416244,256.0,7.473270025962506,0.0,0.9810323095787754,74.73270025962506
0.0,58.5,1.0,117.0,3.4732700259625062,0.0,0.991094179420609,34.73270025962506
0.0,116.5,1.0,233.0,0.0,54.526729974037494,1.0,109.05345994807499
0.0,300.5,1.0,601.0,0.0,238.5267299740375,1.0,477.053459948075
0.0,82.5,1.0,165.0,0.0,20.526729974037494,1.0,41.05345994807499
0.0,148.5,1.0,297.0,0.0,86.5267299740375,1.0,173.053459948075
0.0,180.5,1.0,361.0,0.0,118.5267299740375,1.0,237.053459948075
0.0,216.5,1.0,433.0,0.0,154.5267299740375,1.0,309.053459948075
0.0,149.5,1.0,299.0,0.0,87.5267299740375,1.0,175.053459948075
0.0,226.5,1.0,453.0,0.0,164.5267299740375,1.0,329.053459948075
0.0,157.5,1.0,315.0,0.0,95.5267299740375,1.0,191.053459948075
0.0,180.5,1.0,361.0,0.0,118.5267299740375,1.0,237.053459948075
0.0,203.5,1.0,407.0,0.0,141.5267299740375,1.0,283.053459948075
8.5,128.0,0.9741641337386018,341.0,0.0,57.526729974037494,1.0,115.05345994807499
0.0,164.5,1.0,329.0,0.0,102.5267299740375,1.0,205.053459948075
0.0,110.5,1.0,221.0,0.0,48.526729974037494,1.0,97.05345994807499
0.0,190.5,1.0,381.0,0.0,128.5267299740375,1.0,257.053459948075
0.0,205.5,1.0,411.0,0.0,143.5267299740375,1.0,287.053459948075
0.0,95.5,1.0,191.0,0.0,33.526729974037494,1.0,67.05345994807499
42.5,53.0,0.9029680365296804,531.0,51.473270025962506,0.0,0.882481118662186,514.7327002596251
0.0,238.5,1.0,477.0,0.0,176.5267299740375,1.0,353.053459948075
0.0,216.5,1.0,433.0,0.0,154.5267299740375,1.0,309.053459948075
1.25,140.75,0.9959546925566343,294.0,0.0,77.5267299740375,1.0,155.053459948075
0.0,76.5,1.0,153.0,0.0,14.526729974037494,1.0,29.053459948074988
0.0,120.5,1.0,241.0,0.0,58.526729974037494,1.0,117.05345994807499
0.0,174.5,1.0,349.0,0.0,112.5267299740375,1.0,225.053459948075
0.0,180.5,1.0,361.0,0.0,118.5267299740375,1.0,237.053459948075
5.75,130.25,0.9822530864197531,318.0,0.0,62.526729974037494,1.0,125.05345994807499
0.0,201.5,1.0,403.0,0.0,139.5267299740375,1.0,279.053459948075
0.0,199.5,1.0,399.0,0.0,137.5267299740375,1.0,275.053459948075
0.0,153.5,1.0,307.0,0.0,91.5267299740375,1.0,183.053459948075
0.0,163.5,1.0,327.0,0.0,101.5267299740375,1.0,203.053459948075
0.0,163.5,1.0,327.0,0.0,101.5267299740375,1.0,203.053459948075
0.0,162.5,1.0,325.0,0.0,100.5267299740375,1.0,201.053459948075
0.0,175.5,1.0,351.0,0.0,113.5267299740375,1.0,227.053459948075
0.0,242.5,1.0,485.0,0.0,180.5267299740375,1.0,361.053459948075
0.0,148.5,1.0,297.0,0.0,86.5267299740375,1.0,173.053459948075
0.0,235.5,1.0,471.0,0.0,173.5267299740375,1.0,347.053459948075
0.0,195.5,1.0,391.0,0.0,133.5267299740375,1.0,267.053459948075
0.0,149.5,1.0,299.0,0.0,87.5267299740375,1.0,175.053459948075
0.0,144.5,1.0,289.0,0.0,82.5267299740375,1.0,165.053459948075
0.0,215.5,1.0,431.0,0.0,153.5267299740375,1.0,307.053459948075
0.0,129.5,1.0,259.0,0.0,67.5267299740375,1.0,135.053459948075
0.0,168.5,1.0,337.0,0.0,106.5267299740375,1.0,213.053459948075
0.0,101.5,1.0,203.0,0.0,39.526729974037494,1.0,79.05345994807499
0.0,190.5,1.0,381.0,0.0,128.5267299740375,1.0,257.053459948075
0.0,142.5,1.0,285.0,0.0,80.5267299740375,1.0,161.053459948075
9.75,93.25,0.9732876712328767,284.0,0.0,21.526729974037494,1.0,43.05345994807499
0.0,203.5,1.0,407.0,0.0,141.5267299740375,1.0,283.053459948075
0.0,244.5,1.0,489.0,0.0,182.5267299740375,1.0,365.053459948075
0.5,88.0,0.9986149584487535,181.0,0.0,25.526729974037494,1.0,51.05345994807499
0.0,208.5,1.0,417.0,0.0,146.5267299740375,1.0,293.053459948075
0.0,172.5,1.0,345.0,0.0,110.5267299740375,1.0,221.053459948075
0.0,125.5,1.0,251.0,0.0,63.526729974037494,1.0,127.05345994807499
18.5,78.0,0.9524421593830334,341.0,2.4732700259625062,0.0,0.9936419793677056,24.732700259625062
0.0,186.5,1.0,373.0,0.0,124.5267299740375,1.0,249.053459948075
0.0,152.5,1.0,305.0,0.0,90.5267299740375,1.0,181.053459948075
0.0,135.5,1.0,271.0,0.0,73.5267299740375,1.0,147.053459948075
0.0,149.5,1.0,299.0,0.0,87.5267299740375,1.0,175.053459948075
0.0,174.5,1.0,349.0,0.0,112.5267299740375,1.0,225.053459948075
0.0,128.5,1.0,257.0,0.0,66.5267299740375,1.0,133.053459948075
7.25,45.75,0.9823170731707317,164.0,23.473270025962506,0.0,0.9427481218878964,234.73270025962506
0.0,269.5,1.0,539.0,0.0,207.5267299740375,1.0,415.053459948075
0.0,94.5,1.0,189.0,0.0,32.526729974037494,1.0,65.05345994807499
27.25,118.75,0.9236694677871149,510.0,0.0,29.526729974037494,1.0,59.05345994807499
0.0,117.5,1.0,235.0,0.0,55.526729974037494,1.0,111.05345994807499
0.0,158.5,1.0,317.0,0.0,96.5267299740375,1.0,193.053459948075
6.5,41.0,0.9842995169082126,147.0,27.473270025962506,0.0,0.9336394443817331,274.73270025962506
0.0,160.5,1.0,321.0,0.0,98.5267299740375,1.0,197.053459948075
0.0,113.5,1.0,227.0,0.0,51.526729974037494,1.0,103.05345994807499
0.0,152.5,1.0,305.0,0.0,90.5267299740375,1.0,181.053459948075
0.0,248.5,1.0,497.0,0.0,186.5267299740375,1.0,373.053459948075
0.0,172.5,1.0,345.0,0.0,110.5267299740375,1.0,221.053459948075
0.25,134.75,0.9992038216560509,272.0,0.0,72.5267299740375,1.0,145.053459948075
0.0,210.5,1.0,421.0,0.0,148.5267299740375,1.0,297.053459948075
0.0,238.5,1.0,477.0,0.0,176.5267299740375,1.0,353.053459948075
6.25,76.75,0.9834656084656085,216.0,0.0,8.526729974037494,1.0,17.053459948074988
0.0,168.5,1.0,337.0,0.0,106.5267299740375,1.0,213.053459948075
22.75,106.25,0.9376712328767123,440.0,0.0,21.526729974037494,1.0,43.05345994807499
0.0,150.5,1.0,301.0,0.0,88.5267299740375,1.0,177.053459948075
0.0,182.5,1.0,365.0,0.0,120.5267299740375,1.0,241.053459948075
0.0,181.5,1.0,363.0,0.0,119.5267299740375,1.0,239.053459948075
0.0,190.5,1.0,381.0,0.0,128.5267299740375,1.0,257.053459948075
0.0,157.5,1.0,315.0,0.0,95.5267299740375,1.0,191.053459948075
0.0,219.5,1.0,439.0,0.0,157.5267299740375,1.0,315.053459948075
3.25,144.75,0.989413680781759,322.0,0.0,79.5267299740375,1.0,159.053459948075
0.0,62.5,1.0,125.0,0.0,0.5267299740374938,1.0,1.0534599480749876
0.0,176.5,1.0,353.0,0.0,114.5267299740375,1.0,229.053459948075
0.0,167.5,1.0,335.0,0.0,105.5267299740375,1.0,211.053459948075
0.0,122.5,1.0,245.0,0.0,60.526729974037494,1.0,121.05345994807499
0.0,162.5,1.0,325.0,0.0,100.5267299740375,1.0,201.053459948075
0.0,127.5,1.0,255.0,0.0,65.5267299740375,1.0,131.053459948075
0.0,146.5,1.0,293.0,0.0,84.5267299740375,1.0,169.053459948075
0.0,133.5,1.0,267.0,0.0,71.5267299740375,1.0,143.053459948075
0.0,264.5,1.0,529.0,0.0,202.5267299740375,1.0,405.053459948075
3.25,114.75,0.9903560830860534,262.0,0.0,49.526729974037494,1.0,99.05345994807499
0.5,145.0,0.9983552631578947,295.0,0.0,82.5267299740375,1.0,165.053459948075
0.0,155.5,1.0,311.0,0.0,93.5267299740375,1.0,187.053459948075
0.0,113.5,1.0,227.0,0.0,51.526729974037494,1.0,103.05345994807499
0.0,158.5,1.0,317.0,0.0,96.5267299740375,1.0,193.053459948075
0.0,241.5,1.0,483.0,0.0,179.5267299740375,1.0,359.053459948075
0.0,132.5,1.0,265.0,0.0,70.5267299740375,1.0,141.053459948075
0.0,157.5,1.0,315.0,0.0,95.5267299740375,1.0,191.053459948075
0.0,198.5,1.0,397.0,0.0,136.5267299740375,1.0,273.053459948075
0.0,154.5,1.0,309.0,0.0,92.5267299740375,1.0,185.053459948075
0.0,96.5,1.0,193.0,0.0,34.526729974037494,1.0,69.05345994807499
0.0,142.5,1.0,285.0,0.0,80.5267299740375,1.0,161.053459948075
0.0,199.5,1.0,399.0,0.0,137.5267299740375,1.0,275.053459948075
0.0,152.5,1.0,305.0,0.0,90.5267299740375,1.0,181.053459948075
0.0,236.5,1.0,473.0,0.0,174.5267299740375,1.0,349.053459948075
0.0,248.5,1.0,497.0,0.0,186.5267299740375,1.0,373.053459948075
34.25,93.75,0.9119537275064268,530.0,2.4732700259625062,0.0,0.9936419793677056,24.732700259625062
0.0,162.5,1.0,325.0,0.0,100.5267299740375,1.0,201.053459948075
0.0,145.5,1.0,291.0,0.0,83.5267299740375,1.0,167.053459948075
22.75,70.25,0.9432668329177057,368.0,14.473270025962506,0.0,0.9639070572918641,144.73270025962506
3.25,110.75,0.9904692082111437,254.0,0.0,45.526729974037494,1.0,91.05345994807499
4.5,91.0,0.9875690607734806,227.0,0.0,24.526729974037494,1.0,49.05345994807499
0.0,111.5,1.0,223.0,0.0,49.526729974037494,1.0,99.05345994807499
0.0,207.5,1.0,415.0,0.0,145.5267299740375,1.0,291.053459948075
0.0,137.5,1.0,275.0,0.0,75.5267299740375,1.0,151.053459948075
0.0,172.5,1.0,345.0,0.0,110.5267299740375,1.0,221.053459948075
0.0,80.5,1.0,161.0,0.0,18.526729974037494,1.0,37.05345994807499
0.0,118.5,1.0,237.0,0.0,56.526729974037494,1.0,113.05345994807499
0.0,171.5,1.0,343.0,0.0,109.5267299740375,1.0,219.053459948075
0.0,219.5,1.0,439.0,0.0,157.5267299740375,1.0,315.053459948075
0.0,101.5,1.0,203.0,0.0,39.526729974037494,1.0,79.05345994807499
0.0,116.5,1.0,233.0,0.0,54.526729974037494,1.0,109.05345994807499
0.0,176.5,1.0,353.0,0.0,114.5267299740375,1.0,229.053459948075
0.0,162.5,1.0,325.0,0.0,100.5267299740375,1.0,201.053459948075
0.0,155.5,1.0,311.0,0.0,93.5267299740375,1.0,187.053459948075
0.0,117.5,1.0,235.0,0.0,55.526729974037494,1.0,111.05345994807499
0.0,166.5,1.0,333.0,0.0,104.5267299740375,1.0,209.053459948075
0.0,114.5,1.0,229.0,0.0,52.526729974037494,1.0,105.05345994807499
0.0,89.5,1.0,179.0,0.0,27.526729974037494,1.0,55.05345994807499
15.75,134.25,0.9522727272727273,426.0,0.0,56.526729974037494,1.0,113.05345994807499
0.0,84.5,1.0,169.0,0.0,22.526729974037494,1.0,45.05345994807499
0.0,216.5,1.0,433.0,0.0,154.5267299740375,1.0,309.053459948075
0.0,229.5,1.0,459.0,0.0,167.5267299740375,1.0,335.053459948075
0.0,88.5,1.0,177.0,0.0,26.526729974037494,1.0,53.05345994807499
0.0,152.5,1.0,305.0,0.0,90.5267299740375,1.0,181.053459948075
0.0,170.5,1.0,341.0,0.0,108.5267299740375,1.0,217.053459948075
0.0,118.5,1.0,237.0,0.0,56.526729974037494,1.0,113.05345994807499
23.5,115.0,0.9341736694677871,465.0,0.0,29.526729974037494,1.0,59.05345994807499
0.0,201.5,1.0,403.0,0.0,139.5267299740375,1.0,279.053459948075
0.0,80.5,1.0,161.0,0.0,18.526729974037494,1.0,37.05345994807499
0.0,172.5,1.0,345.0,0.0,110.5267299740375,1.0,221.053459948075
0.0,137.5,1.0,275.0,0.0,75.5267299740375,1.0,151.053459948075
4.25,82.75,0.9885135135135135,208.0,0.0,16.526729974037494,1.0,33.05345994807499
0.0,166.5,1.0,333.0,0.0,104.5267299740375,1.0,209.053459948075
12.25,63.75,0.9691435768261965,250.0,10.473270025962506,0.0,0.9736189671890113,104.73270025962506
0.0,226.5,1.0,453.0,0.0,164.5267299740375,1.0,329.053459948075
4.25,110.75,0.9875730994152047,264.0,0.0,44.526729974037494,1.0,89.05345994807499
0.0,156.5,1.0,313.0,0.0,94.5267299740375,1.0,189.053459948075
25.5,89.0,0.9337662337662338,433.0,0.0,1.5267299740374938,1.0,3.0534599480749876
0.0,107.5,1.0,215.0,0.0,45.526729974037494,1.0,91.05345994807499
4.75,103.25,0.9864285714285714,254.0,0.0,36.526729974037494,1.0,73.05345994807499
0.0,73.5,1.0,147.0,0.0,11.526729974037494,1.0,23.053459948074988
0.0,64.5,1.0,129.0,0.0,2.5267299740374938,1.0,5.0534599480749876
0.0,101.5,1.0,203.0,0.0,39.526729974037494,1.0,79.05345994807499
0.0,138.5,1.0,277.0,0.0,76.5267299740375,1.0,153.053459948075
0.0,150.5,1.0,301.0,0.0,88.5267299740375,1.0,177.053459948075
0.0,111.5,1.0,223.0,0.0,49.526729974037494,1.0,99.05345994807499
0.0,138.5,1.0,277.0,0.0,76.5267299740375,1.0,153.053459948075
12.75,110.25,0.9636752136752137,348.0,0.0,35.526729974037494,1.0,71.05345994807499
0.0,99.5,1.0,199.0,0.0,37.526729974037494,1.0,75.05345994807499
0.0,118.5,1.0,237.0,0.0,56.526729974037494,1.0,113.05345994807499
0.0,118.5,1.0,237.0,0.0,56.526729974037494,1.0,113.05345994807499
0.0,196.5,1.0,393.0,0.0,134.5267299740375,1.0,269.053459948075
0.0,185.5,1.0,371.0,0.0,123.5267299740375,1.0,247.053459948075
0.0,96.5,1.0,193.0,0.0,34.526729974037494,1.0,69.05345994807499
6.5,164.0,0.9776632302405498,393.0,0.0,95.5267299740375,1.0,191.053459948075
0.0,208.5,1.0,417.0,0.0,146.5267299740375,1.0,293.053459948075
0.0,145.5,1.0,291.0,0.0,83.5267299740375,1.0,167.053459948075
0.0,172.5,1.0,345.0,0.0,110.5267299740375,1.0,221.053459948075
6.25,77.75,0.98342175066313,218.0,0.0,9.526729974037494,1.0,19.053459948074988
0.0,246.5,1.0,493.0,0.0,184.5267299740375,1.0,369.053459948075
0.0,152.5,1.0,305.0,0.0,90.5267299740375,1.0,181.053459948075
0.0,128.5,1.0,257.0,0.0,66.5267299740375,1.0,133.053459948075
0.0,107.5,1.0,215.0,0.0,45.526729974037494,1.0,91.05345994807499
0.0,105.5,1.0,211.0,0.0,43.526729974037494,1.0,87.05345994807499
0.0,87.5,1.0,175.0,0.0,25.526729974037494,1.0,51.05345994807499
0.0,84.5,1.0,169.0,0.0,22.526729974037494,1.0,45.05345994807499
4.5,118.0,0.9865671641791045,281.0,0.0,51.526729974037494,1.0,103.05345994807499
0.0,205.5,1.0,411.0,0.0,143.5267299740375,1.0,287.053459948075
0.0,163.5,1.0,327.0,0.0,101.5267299740375,1.0,203.053459948075
0.0,290.5,1.0,581.0,0.0,228.5267299740375,1.0,457.053459948075
0.0,139.5,1.0,279.0,0.0,77.5267299740375,1.0,155.053459948075
0.0,170.5,1.0,341.0,0.0,108.5267299740375,1.0,217.053459948075
0.0,132.5,1.0,265.0,0.0,70.5267299740375,1.0,141.053459948075
0.0,134.5,1.0,269.0,0.0,72.5267299740375,1.0,145.053459948075
0.0,214.5,1.0,429.0,0.0,152.5267299740375,1.0,305.053459948075
0.0,207.5,1.0,415.0,0.0,145.5267299740375,1.0,291.053459948075
2.75,108.25,0.9919825072886297,244.0,0.0,43.526729974037494,1.0,87.05345994807499
0.0,61.5,1.0,123.0,0.4732700259625062,0.0,0.9987770800362726,4.732700259625062
0.0,143.5,1.0,287.0,0.0,81.5267299740375,1.0,163.053459948075
0.0,91.5,1.0,183.0,0.0,29.526729974037494,1.0,59.05345994807499
0.0,93.5,1.0,187.0,0.0,31.526729974037494,1.0,63.05345994807499
12.5,120.0,0.9633431085043989,365.0,0.0,45.526729974037494,1.0,91.05345994807499
1.75,125.25,0.9946153846153846,268.0,0.0,61.526729974037494,1.0,123.05345994807499
0.0,157.5,1.0,315.0,0.0,95.5267299740375,1.0,191.053459948075
0.0,154.5,1.0,309.0,0.0,92.5267299740375,1.0,185.053459948075
13.25,42.75,0.9683770883054893,218.0,32.473270025962506,0.0,0.9224981622292064,324.73270025962506
0.0,124.5,1.0,249.0,0.0,62.526729974037494,1.0,125.05345994807499
0.0,241.5,1.0,483.0,0.0,179.5267299740375,1.0,359.053459948075
